wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,psid
Q26924794,MR. BIR BAHADUR USHWE SING,Ushwe Sing,male,1960-01-10,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767983,Minister of Chittagong Hill Tracts Affairs,Q26924794-FC839647-4F4E-440A-AD3A-9D2E33D1B655
Q27063150,MR. NURUZZAMAN AHMED,Nuruzzaman Ahmed,male,1950-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768065,Minister of Social Welfare,Q27063150-C8420FBB-DD1F-4E7B-94A1-3C744D385AA7
Q27063153,MR. SAIFUZZAMAN CHOWDHURY,Saifuzzaman Chowdhury,male,1969-02-18,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q60329160,Minister of Land,Q27063153-AA2AAD36-A6D5-40D5-98B6-BBAEF5EE5BAC
Q28225262,MR. A. K. M MOZAMMEL HUQ,AKM Mozammel Haque,male,1946-10-01,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768043,Minister of Liberation War Affairs,Q28225262-26EF86ED-C2C4-46A9-82AC-F659779FF910
Q28457273,MR. IMRAN AHMAD,Imran Ahmad,male,1948-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767991,Minister of Expatriates' Welfare and Overseas Employment,Q28457273-76C13FE6-D2E3-445E-A9F7-B0D95EAA02DC
Q52161621,MR. TIPU MUNSHI,Tipu Munshi,male,1950-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767985,Minister of Commerce,Q52161621-224A65A1-9640-4FD0-804A-FE1E4DF10A27
Q52183,Sheikh Hasina,Sheikh Hasina,female,1947-09-28,11,,,Q14565638,Prime Minister of Bangladesh,Q52183-df101ad0-4630-ee43-ece5-e6a38198927f
Q52224610,MR. SADHAN CHANDRA MAJUMDER,Sadhan Chandra Majumder,male,1950-07-17,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767977,Minister of Food,Q52224610-58257A3C-DE5C-430B-B400-88823F110DEE
Q55694403,MR. MD.TAZUL ISLAM,Md.Tajul Islam,male,1955-06-30,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768045,"Minister of Local Government, Rural Development and Co-operatives",Q55694403-B25761D3-8CEC-47A1-9F68-38CF67B9B052
Q55694421,MR. MD. SHAHAB UDDIN,Md. Shahab Uddin,male,1954-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109767989,"Minister of Environment, Forest and Climate Change",Q55694421-AFBE450F-5D15-4C4E-9BF9-5A6F464423FA
Q56043363,MR. NURUL MAJID MAHMUD HUMAYUN,Nurul Majid Mahmud Humayun,male,1950-12-16,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768021,Minister of Industries,Q56043363-B49A7BE4-8784-4EEA-AA85-143FFB9A1499
Q58264,DR. DIPU MONI,Dipu Moni,female,1965-12-08,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q25586320,Minister of Education,Q58264-9120DA7B-6BF2-4ED7-9669-4782ECDAB136
Q66141625,MR. S.M REZAUL KARIM,SM Rezaul Karim,male,1962-01-01,9,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q109768005,Minister of Fisheries and Livestock,Q66141625-43A19014-71C2-4E74-BDA1-936856E67C9D
Q6943274,MR. A H M MUSTAFA KAMAL,Mustafa Kamal,male,1947-06-15,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q17068694,Minister of Finance,Q6943274-8A817F4C-8112-4409-AF69-0450D4891BC3
Q8046660,ARCH. YEAFESH OSMAN,Yafes Osman,male,1946-05-01,11,https://cabinet.gov.bd/site/page/c3a1d735-abd6-4655-89ff-9e506d7537d7/Hon%27ble-Ministers,2021-11-27,Q29383100,Minister of Science and Technology,Q8046660-c6143cd6-4318-8caf-59d5-af86aee98d07
